name,category,price,image_url
Federhaus Reserve Malbec 750ml,Vinos Tintos,$15500.00,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/vinos-tintos/federhaus-reserve-malbec-750ml
Federhaus Signature Bonarda 750ml,Vinos Tintos,$8200.00,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/vinos-tintos/federhaus-signature-bonarda-750ml
Federhaus Torrontes 750ml,Vinos Tintos,$8200.00,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/vinos-tintos/federhaus-torrontes-750ml
Finca Las Moras 750ml,Vinos Tintos,$4500.00,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/vinos-tintos/finca-las-moras-750ml
Finjamos Demencia Corte De Tintas 750ml,Vinos Tintos,$4800.00,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/vinos-tintos/finjamos-demencia-corte-de-tintas-750ml
Finjamos Demencia Malbec 750ml,Vinos Tintos,$4800.00,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/vinos-tintos/finjamos-demencia-malbec-750ml
Flichman Estate Malbec 750ml,Vinos Tintos,$6800.00,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/vinos-tintos/flichman-estate-malbec-750ml
Gordo Motoneta 750ml,Vinos Tintos,$4900.00,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/vinos-tintos/gordo-motoneta-750ml
Killka Salentein Malbec 750ml,Vinos Tintos,$7600.00,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/vinos-tintos/killka-salentein-malbec-750ml
La Linda Malbec 750ml,Vinos Tintos,$10200.00,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/vinos-tintos/la-linda-malbec-750ml
Las Perdices Cabernet Sauvignon 750ml,Vinos Tintos,$7800.00,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/vinos-tintos/las-perdices-cabernet-sauvignon-750ml
Las Perdices Malbec 750ml,Vinos Tintos,$8400.00,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/vinos-tintos/las-perdices-malbec-750ml
Las Perdices Partrigde Box Malbec 3L,Vinos Tintos,$18500.00,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/vinos-tintos/las-perdices-partrigde-box-malbec-3l
Las Perdices Partrigde Malbec 750ml,Vinos Tintos,$6200.00,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/vinos-tintos/las-perdices-partrigde-malbec-750ml
Las Perdices Partrigde Red Blend 750ml,Vinos Tintos,$5800.00,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/vinos-tintos/las-perdices-partrigde-red-blend-750ml
Latitud 33 Cabernet Sauv 750ml,Vinos Tintos,$6800.00,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/vinos-tintos/latitud-33-cabernet-sauv-750ml
Latitud 33 Malbec 750ml,Vinos Tintos,$6800.00,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/vinos-tintos/latitud-33-malbec-750ml
Laureano Gomez Terroir Blend 750ml,Vinos Tintos,$17500.00,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/vinos-tintos/laureano-gomez-terroir-blend-750ml
Laureano Gomez Terroir Malbec 750ml,Vinos Tintos,$17500.00,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/vinos-tintos/laureano-gomez-terroir-malbec-750ml
Laureano Gomez Terroir Merlot 750ml,Vinos Tintos,$17500.00,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/vinos-tintos/laureano-gomez-terroir-merlot-750ml
Laureano Gomez Terroir Pinot Noir 750ml,Vinos Tintos,$17500.00,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/vinos-tintos/laureano-gomez-terroir-pinot-noir-750ml
Luigi Bosca Cabernet Sauv 750ml,Vinos Tintos,$15600.00,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/vinos-tintos/luigi-bosca-cabernet-sauv-750ml
Luigi Bosca Malbec 750ml,Vinos Tintos,$16000.00,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/vinos-tintos/luigi-bosca-malbec-750ml
Mestizo Blend 750ml,Vinos Tintos,$8900.00,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/vinos-tintos/mestizo-blend-750ml
Mestizo Epic Flame 750ml,Vinos Tintos,$8900.00,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/vinos-tintos/mestizo-epic-flame-750ml
Mestizo Malbec 750ml,Vinos Tintos,$8900.00,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/vinos-tintos/mestizo-malbec-750ml
Misterio Cabernet 750ml,Vinos Tintos,$4200.00,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/vinos-tintos/misterio-cabernet-750ml
Misterio Malbec 750ml,Vinos Tintos,$4200.00,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/vinos-tintos/misterio-malbec-750ml
Nampe Malbec 750ml,Vinos Tintos,$3800.00,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/vinos-tintos/nampe-malbec-750ml
Naufrago 750ml,Vinos Tintos,$4200.00,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/vinos-tintos/naufrago-750ml
Otro Loco Mas 750ml,Vinos Tintos,$4900.00,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/vinos-tintos/otro-loco-mas-750ml
Portillo Malbec 375ml,Vinos Tintos,$3800.00,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/vinos-tintos/portillo-malbec-375ml
Portillo Malbec 750,Vinos Tintos,$5100.00,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/vinos-tintos/portillo-malbec-750
Profugo 750ml,Vinos Tintos,$3900.00,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/vinos-tintos/profugo-750ml
R P La Maquina 750ml,Vinos Tintos,$8700.00,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/vinos-tintos/r-p-la-maquina-750ml
Rutini Cabernet Malbec 750ml,Vinos Tintos,$16800.00,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/vinos-tintos/rutini-cabernet-malbec-750ml
Saint Felicien Malbec 750ml,Vinos Tintos,$12000.00,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/vinos-tintos/saint-felicien-malbec-750ml
Salentein Reserva Cabernet 750ml,Vinos Tintos,$11900.00,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/vinos-tintos/salentein-reserva-cabernet-750ml
Salentein Reserva Malbec 750ml,Vinos Tintos,$12200.00,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/vinos-tintos/salentein-reserva-malbec-750ml
Santa Julia Tinto Reserva 750ml,Vinos Tintos,$8200.00,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/vinos-tintos/santa-julia-tinto-reserva-750ml
Sensei Malbec 750ml,Vinos Tintos,$9200.00,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/vinos-tintos/sensei-malbec-750ml
Terrazas Res Cabernet Sauv 750ml,Vinos Tintos,$16700.00,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/vinos-tintos/terrazas-res-cabernet-sauv-750ml
Terrazas Res Malbec 750ml,Vinos Tintos,$14900.00,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/vinos-tintos/terrazas-res-malbec-750ml
Toro Tetra 1L,Vinos Tintos,$2500.00,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/vinos-tintos/toro-tetra-1l
Trivento Reserva Malbec 750ml,Vinos Tintos,$7200.00,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/vinos-tintos/trivento-reserva-malbec-750ml
Trumpeter Cabernet Sauvignon 750ml,Vinos Tintos,$9500.00,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/vinos-tintos/trumpeter-cabernet-sauvignon-750ml
Trumpeter Malbec 750ml,Vinos Tintos,$9700.00,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/vinos-tintos/trumpeter-malbec-750ml
Viñas de Balbo 1L,Vinos Tintos,$3200.00,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/vinos-tintos/vinas-de-balbo-1l
Fam Carbonero Wagyu Reserva 750ml,Vinos Tintos,$13200.00,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/vinos-tintos/fam-carbonero-wagyu-reserva-750ml
Azul Chardonnay 750ml,Vinos Blancos y Rosados,$10500.00,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/vinos-blancos-y-rosados/azul-chardonnay-750ml
Azul Sauvignon Blanc,Vinos Blancos y Rosados,$10500.00,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/vinos-blancos-y-rosados/azul-sauvignon-blanc
Callia Tardio Dulce 750ml,Vinos Blancos y Rosados,$3800.00,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/vinos-blancos-y-rosados/callia-tardio-dulce-750ml
Chacabuco Chenin 750ml,Vinos Blancos y Rosados,$6800.00,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/vinos-blancos-y-rosados/chacabuco-chenin-750ml
Cordero Piel De Lobo Blanco Dulce 750ml,Vinos Blancos y Rosados,$6400.00,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/vinos-blancos-y-rosados/cordero-piel-de-lobo-blanco-dulce-750ml
Dilema Day Chardonnay 750ml,Vinos Blancos y Rosados,$3600.00,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/vinos-blancos-y-rosados/dilema-day-chardonnay-750ml
Emilia Cocktail Clarea 750ml,Vinos Blancos y Rosados,$8900.00,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/vinos-blancos-y-rosados/emilia-cocktail-clarea-750ml
Emilia Cocktail Rose 750ml,Vinos Blancos y Rosados,$8900.00,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/vinos-blancos-y-rosados/emilia-cocktail-rose-750ml
Emilia Cocktail Sangria 750ml,Vinos Blancos y Rosados,$8900.00,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/vinos-blancos-y-rosados/emilia-cocktail-sangria-750ml
Emilia Cocktail Spritz 750ml,Vinos Blancos y Rosados,$8900.00,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/vinos-blancos-y-rosados/emilia-cocktail-spritz-750ml
Emilia Dulce Natural Moscatel 750ml,Vinos Blancos y Rosados,$7200.00,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/vinos-blancos-y-rosados/emilia-dulce-natural-moscatel-750ml
Fam Carbonero Blend De Blancas 750ml,Vinos Blancos y Rosados,$6600.00,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/vinos-blancos-y-rosados/fam-carbonero-blend-de-blancas-750ml
Federhaus Reserve Chardonnay 750ml,Vinos Blancos y Rosados,$15500.00,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/vinos-blancos-y-rosados/federhaus-reserve-chardonnay-750ml
Flia Gascon Dulce Natural 750ml,Vinos Blancos y Rosados,$6200.00,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/vinos-blancos-y-rosados/flia-gascon-dulce-natural-750ml
Killka Salentein Sauvignon Blanc 750ml,Vinos Blancos y Rosados,$7200.00,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/vinos-blancos-y-rosados/killka-salentein-sauvignon-blanc-750ml
Las Perdices Partrigde Dulce 750ml,Vinos Blancos y Rosados,$5400.00,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/vinos-blancos-y-rosados/las-perdices-partrigde-dulce-750ml
Las Perdices Torrontes Dulce 750ml,Vinos Blancos y Rosados,$8300.00,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/vinos-blancos-y-rosados/las-perdices-torrontes-dulce-750ml
Lopez Dulde Natural 750ml,Vinos Blancos y Rosados,$5900.00,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/vinos-blancos-y-rosados/lopez-dulde-natural-750ml
Misterio Dulce Natural 750ml,Vinos Blancos y Rosados,$4200.00,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/vinos-blancos-y-rosados/misterio-dulce-natural-750ml
Nicasia Red Blanc mlabec 750ml,Vinos Blancos y Rosados,$10200.00,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/vinos-blancos-y-rosados/nicasia-red-blanc-mlabec-750ml
Otro Loco Mas Blanco Dulce,Vinos Blancos y Rosados,$5600.00,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/vinos-blancos-y-rosados/otro-loco-mas-blanco-dulce
Portillo Dulce 750ml,Vinos Blancos y Rosados,$5800.00,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/vinos-blancos-y-rosados/portillo-dulce-750ml
Salentein Blanc De Blanes 750ml,Vinos Blancos y Rosados,$14500.00,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/vinos-blancos-y-rosados/salentein-blanc-de-blanes-750ml
Santa Julia Chenin Dulce 750ml,Vinos Blancos y Rosados,$8000.00,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/vinos-blancos-y-rosados/santa-julia-chenin-dulce-750ml
Santa Julia Chenin Dulce 269ml,Vinos Blancos y Rosados,$2400.00,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/vinos-blancos-y-rosados/santa-julia-chenin-dulce-269ml
Santa Julia Dulce 750ml,Vinos Blancos y Rosados,$8400.00,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/vinos-blancos-y-rosados/santa-julia-dulce-750ml
Tribu Blanco Dulce 750ml,Vinos Blancos y Rosados,$4000.00,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/vinos-blancos-y-rosados/tribu-blanco-dulce-750ml
Toro Tetrapack Blanco 1L,Vinos Blancos y Rosados,$2200.00,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/vinos-blancos-y-rosados/toro-tetrapack-blanco-1l
Azul Matilda Rose 750ml,Vinos Blancos y Rosados,$14200.18,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/vinos-blancos-y-rosados/azul-matilda-rose-750ml
Champagne Renaissance DU 750ml,Espumantes,$5200.00,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/espumantes/champagne-renaissance-du-750ml
